brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Volkswagen,Polo,2015,184055,Essence,Manuelle,excellent,break,155,2.1,1,0,imported,Sfax,vert,0,0,1,1,0,0,1,8484
Kia,Carens,2005,410094,Diesel,Automatique,tres bon etat,SUV,122,1.8,1,1,local,Tunis,vert,0,1,0,0,1,0,0,2000
Mitsubishi,Lancer,2012,215848,Essence,Manuelle,bon etat,SUV,155,2.2,2,1,local,Sousse,bleu,0,1,0,0,0,1,0,2000
Chery,Tiggo,2006,298575,Diesel,Manuelle,excellent,SUV,186,2.0,1,0,imported,Sousse,vert,1,1,1,0,0,0,0,2000
Mercedes,GLA,2013,96714,Essence,Automatique,excellent,berline,133,1.7,2,0,local,Kairouan,rouge,1,0,1,0,0,0,0,22719
Volkswagen,Golf 7,2013,273699,Diesel,Automatique,bon etat,compacte,113,1.7,3,1,imported,Kairouan,bleu,0,1,0,0,0,0,0,2000
Audi,A4,2010,402622,Diesel,Manuelle,tres bon etat,SUV,122,1.6,2,0,local,Gafsa,blanc,0,0,0,0,0,0,0,2000
Mercedes,E200,2015,215600,Diesel,Manuelle,excellent,monospace,151,1.9,1,0,local,Bizerte,noir,0,1,1,1,0,0,1,23342
Volkswagen,Golf 6,2021,60391,Essence,Manuelle,bon etat,berline,141,2.2,2,0,imported,Ben Arous,gris,1,0,0,0,1,1,0,20558
Ford,Kuga,2022,53593,Diesel,Manuelle,a reparer,SUV,126,1.7,2,0,local,Gabes,vert,0,0,0,0,0,1,0,8598
Chery,Arrizo,2017,88216,Diesel,Manuelle,excellent,SUV,159,2.0,1,0,local,Kairouan,noir,1,0,0,1,0,0,0,7824
Opel,Corsa,2024,10244,Essence,Automatique,bon etat,monospace,119,1.5,2,0,local,Ben Arous,blanc,1,1,1,0,0,1,0,19338
BMW,X1,2013,79174,Hybride,Automatique,excellent,break,100,1.2,1,0,imported,Sfax,blanc,0,0,0,0,1,0,1,25388
Dacia,Logan,2005,188179,Diesel,Manuelle,tres bon etat,monospace,145,1.8,1,0,local,Tunis,noir,1,0,1,0,0,0,0,2000
Dacia,Logan,2010,218515,Diesel,Automatique,bon etat,break,141,2.1,2,0,local,Kairouan,gris,1,0,1,1,0,1,0,2000
Fiat,Tipo,2020,57192,Essence,Automatique,bon etat,berline,130,1.7,4,0,local,Sousse,blanc,0,0,1,1,0,0,0,10703
Kia,Rio,2007,327369,Hybride,Manuelle,moyen,compacte,102,1.3,2,0,imported,Ariana,bleu,0,0,0,0,0,0,0,2000
Fiat,Punto,2022,60172,Essence,Manuelle,tres bon etat,compacte,95,1.1,2,0,local,Ben Arous,rouge,1,0,1,0,0,0,1,12031
Mitsubishi,Lancer,2019,68782,Diesel,Manuelle,tres bon etat,citadine,92,1.7,2,0,local,Nabeul,beige,0,1,1,0,1,0,1,13736
Dacia,Sandero,2023,16472,Diesel,Manuelle,moyen,break,133,1.6,2,0,local,Bizerte,vert,1,0,1,0,1,0,0,11692
Renault,Captur,2006,258091,Diesel,Manuelle,tres bon etat,citadine,91,0.9,1,1,imported,Ariana,rouge,0,0,0,0,0,0,1,2000
Opel,Insignia,2005,389157,Diesel,Manuelle,tres bon etat,berline,167,1.9,1,0,imported,Gabes,bleu,1,0,0,0,1,1,0,2000
Kia,Sportage,2008,228380,Diesel,Manuelle,moyen,citadine,61,0.9,3,0,local,Kairouan,argent,0,0,0,1,1,0,1,2000
Hyundai,Tucson,2021,67468,Diesel,Manuelle,tres bon etat,citadine,66,1.1,1,0,local,Ariana,blanc,1,1,1,1,1,1,0,19447
Volkswagen,Golf 7,2005,251055,Diesel,Manuelle,bon etat,monospace,114,1.6,3,0,imported,Tunis,bleu,1,0,1,0,0,1,0,2000
Toyota,Hiace,2022,25612,Essence,Manuelle,bon etat,compacte,93,1.3,1,0,imported,Nabeul,vert,0,0,1,1,1,0,0,23011
Dacia,Sandero,2013,79336,Essence,Manuelle,moyen,citadine,74,0.9,3,0,local,Bizerte,bleu,0,0,0,1,0,1,1,3410
Volkswagen,Golf 6,2006,408034,Diesel,Manuelle,tres bon etat,compacte,121,1.6,3,0,imported,Sousse,argent,0,0,0,0,0,0,1,2000
Opel,Astra,2015,168738,Essence,Manuelle,tres bon etat,break,146,2.1,2,0,local,Bizerte,blanc,0,0,1,0,1,0,1,4897
Mercedes,C200,2023,39220,Hybride,Automatique,tres bon etat,break,103,0.9,2,0,imported,Nabeul,gris,1,0,0,1,0,0,0,68530
Opel,Insignia,2014,111316,Essence,Manuelle,bon etat,break,115,1.5,2,0,local,Sfax,bleu,1,1,0,0,1,0,0,5428
Chery,Arrizo,2018,119378,Essence,Automatique,bon etat,break,104,1.5,2,0,local,Gabes,noir,0,0,1,1,0,1,0,7557
Chery,Tiggo,2009,244259,Essence,Manuelle,tres bon etat,citadine,70,0.9,1,0,local,Gabes,vert,1,0,0,0,0,0,0,2000
Ford,Focus,2024,12501,Diesel,Manuelle,bon etat,monospace,100,1.5,1,0,imported,Bizerte,noir,1,1,0,1,1,0,1,21458
Chery,Arrizo,2005,370343,Essence,Automatique,a reparer,SUV,165,2.1,1,0,local,Sousse,gris,1,0,0,0,1,0,0,2000
Peugeot,206,2013,276458,Essence,Manuelle,tres bon etat,citadine,88,1.4,2,0,imported,Ben Arous,beige,1,0,0,1,1,0,1,2160
Toyota,Avensis,2024,12260,Essence,Automatique,tres bon etat,berline,179,1.9,1,1,imported,Sfax,gris,1,0,0,1,0,0,0,23387
Hyundai,Accent,2007,145831,Diesel,Manuelle,tres bon etat,berline,140,1.8,1,0,local,Sfax,rouge,1,0,0,1,1,0,1,2122
Dacia,Logan,2015,132324,Essence,Automatique,bon etat,compacte,130,1.6,1,1,local,Gabes,argent,0,1,1,0,1,0,1,3563
Opel,Corsa,2009,204991,Diesel,Manuelle,bon etat,citadine,84,0.9,3,0,local,Sfax,blanc,0,0,0,1,0,0,1,2000
Fiat,500,2012,78477,Essence,Manuelle,tres bon etat,compacte,102,1.1,1,0,imported,Tunis,gris,0,0,0,1,1,0,1,4999
Mercedes,C180,2017,121560,Essence,Manuelle,bon etat,SUV,179,2.2,2,0,local,Sfax,beige,1,1,0,1,1,0,0,30078
Kia,Rio,2008,150074,Essence,Manuelle,bon etat,break,134,1.8,1,0,local,Bizerte,noir,0,1,0,0,1,0,0,2000
Mitsubishi,Lancer,2016,210105,Essence,Manuelle,excellent,SUV,213,3.0,2,0,imported,Gafsa,gris,0,0,1,1,1,0,1,6497
Mitsubishi,Lancer,2008,216148,Diesel,Manuelle,moyen,monospace,132,1.8,1,0,local,Ariana,argent,1,1,1,1,1,1,0,2000
Dacia,Logan,2021,46984,Essence,Manuelle,a reparer,break,133,1.6,1,0,local,Gabes,vert,0,1,1,0,0,1,1,7592
Volkswagen,Golf 5,2011,296349,Essence,Manuelle,tres bon etat,monospace,105,1.4,1,0,local,Sousse,beige,0,0,1,0,0,0,1,2000
Ford,Focus,2016,129035,Diesel,Manuelle,bon etat,citadine,65,0.9,1,0,imported,Sousse,blanc,1,1,0,1,1,1,1,8929
Audi,A6,2010,177462,Diesel,Manuelle,bon etat,berline,134,1.4,2,0,local,Gafsa,argent,0,0,1,1,1,0,1,11031
Dacia,Duster,2021,89990,Diesel,Manuelle,bon etat,SUV,184,2.3,1,0,local,Nabeul,rouge,1,0,1,1,0,0,1,12718
Renault,Symbol,2016,154835,Essence,Manuelle,tres bon etat,berline,136,1.8,4,0,imported,Bizerte,blanc,1,0,0,0,0,1,1,6358
Mercedes,GLA,2010,174579,Essence,Manuelle,tres bon etat,break,110,1.4,1,0,imported,Kairouan,bleu,0,0,0,1,0,1,0,11046
Peugeot,2008,2017,138334,Essence,Manuelle,bon etat,SUV,158,1.8,3,0,local,Tunis,vert,1,0,0,1,0,0,0,7489
Dacia,Duster,2024,7407,Essence,Manuelle,bon etat,compacte,86,0.9,2,0,local,Sousse,bleu,0,1,0,1,1,0,0,18590
Peugeot,208,2023,27666,Essence,Manuelle,moyen,citadine,93,1.2,1,0,imported,Nabeul,rouge,0,0,1,0,1,0,0,18648
Chery,Arrizo,2012,210181,Essence,Manuelle,tres bon etat,break,120,1.5,2,0,imported,Ben Arous,vert,0,1,1,1,1,0,0,2000
Toyota,Corolla,2013,227418,Essence,Automatique,tres bon etat,monospace,132,2.0,2,0,local,Gafsa,beige,0,0,1,0,0,1,1,3358
Toyota,Hiace,2006,235572,Essence,Manuelle,tres bon etat,monospace,108,1.6,2,0,local,Sousse,noir,0,1,1,1,1,0,1,2000
Kia,Carens,2024,13338,Essence,Automatique,bon etat,monospace,102,1.1,2,0,local,Sousse,argent,0,0,0,1,1,1,0,21063
Renault,Captur,2009,192400,Essence,Manuelle,tres bon etat,monospace,119,1.4,2,0,local,Sousse,blanc,1,0,0,0,0,1,0,2000
Dacia,Logan,2008,404395,Hybride,Automatique,tres bon etat,citadine,76,1.2,1,0,local,Nabeul,bleu,0,0,0,0,0,0,0,2000
Ford,Kuga,2009,243473,Diesel,Manuelle,bon etat,SUV,137,1.7,1,0,local,Tunis,beige,1,1,0,0,0,0,0,2000
Hyundai,Tucson,2019,53016,Essence,Automatique,moyen,monospace,109,1.1,2,0,local,Bizerte,bleu,1,0,0,0,0,1,1,11733
Mitsubishi,Lancer,2015,145352,Essence,Manuelle,tres bon etat,SUV,126,1.3,1,0,local,Tunis,bleu,0,1,0,0,0,0,0,4866
Peugeot,207,2020,69411,Diesel,Manuelle,tres bon etat,citadine,72,1.0,1,0,local,Nabeul,argent,1,1,0,0,0,0,0,15511
Opel,Insignia,2021,86120,Essence,Manuelle,bon etat,SUV,124,1.5,2,0,local,Sousse,rouge,0,1,1,0,0,1,0,13435
Audi,A6,2009,259478,Diesel,Automatique,tres bon etat,SUV,182,2.1,2,0,local,Bizerte,argent,0,1,0,0,1,0,0,6657
BMW,320i,2023,39400,Essence,Automatique,a reparer,break,150,1.8,1,0,imported,Sousse,noir,0,1,1,0,0,1,0,28157
Suzuki,Swift,2012,210678,Essence,Manuelle,tres bon etat,citadine,63,0.9,1,0,local,Kairouan,rouge,0,0,1,0,0,1,0,2000
Peugeot,3008,2014,140895,Essence,Manuelle,tres bon etat,berline,171,2.6,3,1,imported,Sousse,gris,1,0,0,1,0,0,0,5319
Mitsubishi,Lancer,2008,322948,Essence,Manuelle,bon etat,berline,130,1.8,3,0,local,Ariana,rouge,0,0,0,1,0,1,1,2000
Nissan,Qashqai,2008,358324,Essence,Manuelle,moyen,break,111,1.4,3,1,local,Ben Arous,rouge,1,1,0,1,0,0,0,2000
Dacia,Sandero,2021,23393,Hybride,Automatique,tres bon etat,break,104,1.3,3,1,local,Nabeul,bleu,1,0,1,0,0,0,1,10088
BMW,X1,2022,57857,Essence,Manuelle,bon etat,SUV,188,2.4,1,0,local,Bizerte,bleu,1,0,0,1,1,0,0,51319
Audi,Q3,2024,14667,Essence,Automatique,bon etat,monospace,132,1.7,2,0,local,Ben Arous,noir,0,0,0,0,0,0,1,62258
Dacia,Logan,2017,170953,Essence,Automatique,bon etat,SUV,136,1.8,2,1,imported,Bizerte,gris,1,0,0,1,1,0,1,4117
Dacia,Sandero,2024,15490,Diesel,Manuelle,tres bon etat,compacte,128,1.6,3,0,local,Kairouan,gris,0,1,0,0,0,0,1,15915
Fiat,500,2012,265001,Diesel,Automatique,moyen,SUV,210,2.7,1,0,local,Gafsa,bleu,0,0,0,1,1,0,0,2000
Opel,Insignia,2017,84464,Essence,Automatique,tres bon etat,monospace,105,1.6,2,0,local,Sousse,blanc,0,1,0,1,0,0,1,9654
Mitsubishi,Outlander,2024,12515,Diesel,Manuelle,bon etat,citadine,85,0.9,2,0,local,Ariana,blanc,0,0,0,1,1,0,0,21575
Ford,Focus,2016,119443,Diesel,Manuelle,bon etat,berline,127,1.9,1,0,local,Nabeul,beige,1,1,0,0,0,0,0,5791
BMW,X1,2009,319885,Essence,Automatique,tres bon etat,berline,167,1.6,1,0,imported,Nabeul,rouge,0,1,1,0,0,0,0,4961
Mercedes,C200,2012,221842,Essence,Manuelle,bon etat,berline,123,1.4,1,1,imported,Ben Arous,noir,1,0,1,1,1,0,1,11983
Mercedes,GLA,2021,84805,Essence,Manuelle,tres bon etat,citadine,66,0.9,3,0,imported,Sousse,bleu,0,0,0,1,1,0,1,48535
Volkswagen,Passat,2024,21082,Essence,Manuelle,a reparer,break,107,1.5,1,1,local,Bizerte,noir,0,0,1,0,0,1,1,11833
Volkswagen,Golf 7,2006,399843,Diesel,Manuelle,moyen,monospace,120,1.5,3,0,local,Sfax,rouge,1,1,0,0,0,1,0,2000
Renault,Kangoo,2017,100918,Essence,Manuelle,excellent,berline,115,1.3,1,0,local,Kairouan,blanc,1,0,1,0,0,0,0,10455
Renault,Symbol,2022,12807,Diesel,Automatique,tres bon etat,break,140,1.9,2,1,imported,Tunis,gris,0,0,0,1,0,0,0,16051
Opel,Astra,2013,228281,Diesel,Manuelle,tres bon etat,citadine,81,0.9,2,0,local,Gafsa,argent,1,0,1,1,0,0,0,2000
BMW,118i,2023,43543,Diesel,Manuelle,moyen,SUV,163,1.9,2,0,local,Ben Arous,beige,0,0,0,0,0,0,1,46415
Mercedes,C200,2005,279945,Essence,Automatique,tres bon etat,citadine,79,0.9,3,0,local,Sousse,rouge,1,0,0,0,0,0,1,2000
Dacia,Duster,2016,122185,Essence,Manuelle,tres bon etat,monospace,134,1.7,1,0,local,Sousse,blanc,1,1,0,0,1,0,0,6118
Fiat,Punto,2010,260092,Essence,Manuelle,tres bon etat,SUV,179,2.7,2,1,local,Gabes,bleu,0,0,0,0,1,0,0,2000
Mitsubishi,Lancer,2023,32597,Hybride,Automatique,tres bon etat,monospace,102,1.2,1,0,local,Nabeul,bleu,0,0,1,0,1,0,1,26361
Nissan,Qashqai,2014,183412,Hybride,Manuelle,bon etat,berline,119,1.8,2,0,local,Gafsa,beige,0,0,1,0,0,1,0,4443
Audi,A4,2012,303983,Diesel,Automatique,bon etat,monospace,104,1.5,1,0,local,Kairouan,noir,1,0,1,0,0,1,0,9493
Fiat,Punto,2021,34123,Essence,Manuelle,moyen,SUV,192,2.7,2,0,local,Sousse,noir,0,1,0,0,0,1,0,9163
Suzuki,Celerio,2019,82091,Essence,Manuelle,moyen,citadine,79,1.0,2,1,local,Kairouan,gris,1,0,0,0,1,1,0,6449
Peugeot,208,2008,190146,Essence,Manuelle,excellent,berline,145,1.8,3,0,imported,Sfax,noir,1,0,0,0,0,0,0,2000
Mitsubishi,Lancer,2022,45900,Diesel,Manuelle,bon etat,compacte,122,1.6,3,0,local,Ben Arous,argent,0,0,0,0,0,1,1,16288
Ford,Kuga,2021,51188,Diesel,Automatique,bon etat,citadine,84,0.9,3,0,local,Sfax,argent,0,0,0,0,0,0,1,13673
BMW,118i,2016,113607,Diesel,Manuelle,bon etat,monospace,102,1.0,2,0,imported,Ben Arous,blanc,0,0,0,1,0,1,0,23422
Audi,Q3,2009,346077,Diesel,Manuelle,excellent,monospace,102,1.4,2,0,local,Sousse,blanc,1,1,0,0,0,0,0,3612
Chery,Tiggo,2024,19474,Essence,Manuelle,excellent,citadine,74,0.9,1,1,imported,Sousse,bleu,0,1,0,0,0,0,0,16551
Chery,Arrizo,2017,179299,Diesel,Manuelle,bon etat,citadine,74,0.9,2,1,imported,Sousse,bleu,1,0,0,1,0,1,0,3148
Renault,Kangoo,2023,17514,Essence,Automatique,tres bon etat,break,121,1.6,1,1,local,Nabeul,bleu,0,0,0,0,1,0,0,16513
Toyota,Hiace,2021,64885,Essence,Manuelle,bon etat,compacte,114,1.6,2,0,local,Sousse,vert,1,0,1,0,1,0,1,17812
Kia,Rio,2005,216205,Essence,Manuelle,tres bon etat,SUV,131,1.8,2,0,local,Tunis,rouge,1,0,1,1,1,0,0,2000
Renault,Megane,2008,133978,Essence,Manuelle,bon etat,compacte,92,1.3,2,0,local,Sfax,blanc,1,0,0,0,0,1,0,2000
Renault,Kangoo,2014,201181,Diesel,Manuelle,bon etat,berline,136,1.8,1,0,imported,Ben Arous,blanc,0,0,1,1,0,0,0,3844
Peugeot,3008,2016,106832,Diesel,Manuelle,moyen,citadine,78,1.0,3,0,local,Kairouan,argent,0,1,0,0,0,0,0,7024
Fiat,500,2009,228622,Essence,Manuelle,moyen,break,117,1.3,1,0,imported,Kairouan,beige,0,1,0,1,1,0,1,2000
Hyundai,Tucson,2015,89574,Diesel,Automatique,bon etat,citadine,74,0.9,3,0,imported,Sfax,vert,0,0,0,1,0,0,0,7959
Fiat,Tipo,2013,126518,Essence,Automatique,tres bon etat,SUV,137,1.8,2,0,local,Sfax,gris,0,0,1,0,1,0,1,3909
Nissan,X-Trail,2005,169206,Diesel,Automatique,tres bon etat,break,147,1.5,1,0,local,Sousse,rouge,0,1,0,0,0,1,1,2000
Audi,A6,2015,187490,Essence,Manuelle,tres bon etat,compacte,128,1.6,2,0,local,Bizerte,argent,0,0,1,0,0,0,0,18247
Mercedes,GLA,2022,67800,Diesel,Manuelle,bon etat,berline,127,1.0,1,1,local,Ben Arous,blanc,0,1,0,1,1,1,0,39231
Audi,A6,2021,55122,Diesel,Manuelle,bon etat,compacte,120,1.3,2,0,imported,Ben Arous,gris,0,0,0,0,0,0,0,40072
Kia,Sportage,2024,10152,Essence,Automatique,bon etat,citadine,70,1.2,4,0,local,Sousse,beige,0,1,0,1,0,0,1,24706
Renault,Symbol,2010,263356,Essence,Manuelle,tres bon etat,berline,144,2.0,1,0,local,Sfax,gris,0,1,0,0,1,1,1,2000
Fiat,Punto,2021,44999,Essence,Manuelle,bon etat,berline,135,1.4,2,1,local,Sousse,blanc,0,0,0,0,0,0,0,7492
Mitsubishi,Lancer,2010,189348,Diesel,Manuelle,tres bon etat,monospace,144,1.5,1,0,local,Ariana,vert,1,0,1,0,1,0,1,2005
Nissan,Qashqai,2022,48155,Hybride,Manuelle,moyen,berline,164,2.4,1,1,imported,Kairouan,bleu,1,0,0,1,1,0,1,16841
Hyundai,Accent,2017,211294,Hybride,Automatique,excellent,monospace,102,1.2,1,0,local,Sousse,blanc,1,0,0,0,1,0,0,6522
Kia,Rio,2020,102839,Diesel,Manuelle,bon etat,break,104,1.1,1,0,local,Nabeul,bleu,0,1,0,1,1,0,1,14079
Opel,Astra,2005,220039,Diesel,Manuelle,excellent,SUV,164,1.9,3,1,local,Kairouan,blanc,1,1,0,1,1,1,1,2000
Peugeot,207,2011,180562,Essence,Automatique,tres bon etat,break,106,1.4,1,0,local,Ariana,blanc,0,0,1,0,0,0,1,2021
Dacia,Logan,2023,15242,Essence,Automatique,tres bon etat,SUV,209,2.4,1,0,local,Tunis,gris,1,1,1,0,0,0,0,16553
Volkswagen,Golf 6,2020,90750,Essence,Automatique,bon etat,break,157,2.1,2,0,imported,Gabes,argent,1,0,1,1,0,1,1,19445
Fiat,Punto,2013,144028,Essence,Manuelle,bon etat,berline,136,1.5,2,0,local,Sousse,noir,1,0,1,0,0,1,1,2716
Renault,Kangoo,2011,151190,Essence,Manuelle,tres bon etat,monospace,139,1.8,3,0,local,Tunis,rouge,0,1,0,1,0,1,0,2795
Suzuki,Vitara,2012,258292,Diesel,Automatique,excellent,berline,151,1.7,1,0,local,Gafsa,rouge,0,1,0,0,1,0,0,2000
Volkswagen,Passat,2006,328923,Diesel,Manuelle,moyen,SUV,218,2.7,1,1,imported,Ben Arous,gris,1,1,0,0,0,0,1,2000
Suzuki,Swift,2013,185668,Diesel,Manuelle,tres bon etat,citadine,68,0.9,2,0,imported,Ariana,noir,1,0,1,0,0,1,0,2000
Kia,Sportage,2020,4220,Essence,Manuelle,bon etat,berline,135,1.8,1,0,local,Ben Arous,noir,0,0,0,0,1,1,1,17237
Nissan,X-Trail,2024,15040,Essence,Manuelle,tres bon etat,berline,159,1.9,2,1,local,Ariana,rouge,1,1,1,0,1,0,0,21795
Kia,Cerato,2009,253159,Essence,Manuelle,moyen,berline,141,1.8,1,0,imported,Sousse,argent,0,1,0,0,1,1,0,2000
Nissan,Micra,2021,56176,Essence,Automatique,excellent,berline,133,1.8,2,1,local,Gabes,rouge,0,1,0,0,0,0,1,12876
Kia,Rio,2020,40584,Diesel,Automatique,tres bon etat,monospace,148,1.8,1,0,local,Ariana,beige,0,0,0,1,0,0,0,14094
Mitsubishi,Lancer,2024,21636,Diesel,Manuelle,tres bon etat,compacte,95,1.3,1,1,local,Gabes,blanc,1,0,0,0,1,1,1,18925
Hyundai,Tucson,2023,23869,Essence,Manuelle,tres bon etat,monospace,134,1.6,1,0,local,Gabes,beige,0,1,1,0,0,0,1,23063
Hyundai,Accent,2024,3627,Diesel,Manuelle,tres bon etat,SUV,130,1.8,1,0,local,Tunis,argent,0,0,1,0,0,1,0,24200
Volkswagen,Passat,2021,61925,Essence,Manuelle,moyen,break,105,1.3,2,1,local,Ariana,vert,0,0,0,1,0,0,1,12481
Ford,Focus,2014,153983,Essence,Manuelle,bon etat,break,123,1.6,1,0,local,Sousse,argent,0,1,0,0,0,0,1,3676
Mercedes,C200,2021,68356,Essence,Manuelle,tres bon etat,berline,169,2.1,1,0,imported,Ariana,argent,0,1,1,0,1,0,0,51321
Kia,Sportage,2018,139235,Essence,Automatique,bon etat,citadine,87,1.5,1,0,local,Sfax,bleu,0,1,0,0,0,1,1,9312
Renault,Captur,2015,156720,Hybride,Manuelle,bon etat,compacte,122,1.6,2,0,local,Sfax,blanc,0,0,1,0,1,1,0,5918
Kia,Carens,2017,191618,Diesel,Manuelle,moyen,break,157,1.9,2,0,local,Tunis,blanc,1,0,0,0,0,1,1,4259
Renault,Megane,2012,200059,Essence,Automatique,bon etat,citadine,84,1.0,1,0,local,Ariana,gris,0,0,0,0,0,0,1,2000
Renault,Megane,2010,350588,Essence,Manuelle,excellent,compacte,125,1.6,1,0,local,Gafsa,vert,0,0,1,0,0,0,0,2000
Volkswagen,Golf 5,2023,20987,Essence,Automatique,tres bon etat,monospace,133,1.7,2,0,local,Gabes,argent,1,0,1,0,0,1,0,28127
BMW,320i,2018,71057,Diesel,Manuelle,tres bon etat,citadine,73,0.9,2,0,local,Sfax,blanc,0,0,0,0,1,0,1,31545
Toyota,Yaris,2016,161541,Essence,Automatique,tres bon etat,monospace,126,1.6,2,0,local,Kairouan,blanc,0,0,1,0,0,0,1,8113
Fiat,Tipo,2007,272728,Diesel,Manuelle,bon etat,break,117,1.3,3,0,local,Gafsa,rouge,0,1,0,0,0,0,0,2000
Toyota,Yaris,2005,356036,Essence,Automatique,bon etat,citadine,79,1.2,1,1,imported,Ariana,blanc,1,0,0,0,0,0,1,2000
BMW,X1,2006,291188,Diesel,Manuelle,moyen,berline,152,2.0,2,0,local,Tunis,noir,1,0,1,0,1,1,0,2575
BMW,320i,2021,64835,Essence,Manuelle,moyen,monospace,124,1.9,1,0,local,Gabes,blanc,0,0,0,1,1,0,0,36863
Audi,A3,2006,409639,Essence,Manuelle,bon etat,compacte,86,1.0,3,0,local,Ariana,bleu,0,0,1,0,0,0,0,2000
BMW,118i,2008,198196,Diesel,Manuelle,bon etat,SUV,121,1.5,1,0,local,Kairouan,rouge,0,0,1,1,1,0,1,9069
Kia,Rio,2023,37899,Diesel,Manuelle,bon etat,berline,178,2.0,2,0,imported,Gafsa,noir,0,1,0,0,1,1,0,19463
Fiat,500,2023,45085,Essence,Manuelle,excellent,break,126,1.5,2,0,imported,Bizerte,bleu,1,1,0,1,0,1,1,18492
Mercedes,E200,2013,178728,Diesel,Automatique,moyen,break,118,1.6,3,0,local,Ariana,blanc,0,0,0,0,0,0,0,12349
Volkswagen,Golf 7,2016,133421,Essence,Manuelle,tres bon etat,break,111,1.2,4,0,imported,Sousse,vert,0,0,1,0,0,1,0,8984
Hyundai,Accent,2017,85761,Diesel,Manuelle,tres bon etat,citadine,73,1.0,2,0,local,Bizerte,gris,1,0,1,0,1,1,0,10597
Suzuki,Swift,2016,111553,Diesel,Manuelle,bon etat,citadine,73,1.0,1,0,imported,Gabes,bleu,0,1,0,0,1,1,0,6728
Suzuki,Swift,2020,110482,Essence,Manuelle,bon etat,berline,114,1.6,1,0,local,Tunis,noir,1,1,0,0,1,1,1,11343
Fiat,Punto,2008,108673,Diesel,Automatique,tres bon etat,SUV,127,1.6,2,0,local,Bizerte,beige,1,1,0,0,0,1,0,2000
Kia,Carens,2024,19522,Essence,Automatique,tres bon etat,berline,127,1.5,1,0,local,Sousse,argent,1,0,0,0,0,0,1,23777
Hyundai,Elantra,2010,267883,Essence,Manuelle,bon etat,berline,110,1.4,1,0,imported,Kairouan,rouge,1,0,1,1,1,0,0,2000
Hyundai,Accent,2010,354326,Essence,Automatique,bon etat,berline,150,1.8,3,0,imported,Ariana,argent,0,0,0,1,1,0,0,2000
Suzuki,Swift,2023,26174,Essence,Manuelle,moyen,citadine,78,1.0,1,0,local,Gabes,rouge,0,0,0,0,1,0,0,14609
Volkswagen,Passat,2006,354370,Diesel,Manuelle,tres bon etat,citadine,95,1.3,2,0,local,Sousse,beige,0,0,0,1,0,0,0,2000
Nissan,Micra,2008,167792,Diesel,Manuelle,bon etat,SUV,214,2.5,1,0,local,Ben Arous,vert,0,0,0,1,1,1,1,2000
Volkswagen,Golf 7,2016,122166,Diesel,Manuelle,bon etat,monospace,114,1.2,1,0,local,Kairouan,gris,0,1,1,1,0,0,0,9953
Renault,Captur,2022,80320,Diesel,Manuelle,tres bon etat,monospace,119,1.6,1,0,local,Tunis,beige,0,1,0,0,0,0,1,17110
Mercedes,GLA,2011,189428,Essence,Automatique,bon etat,SUV,174,2.2,1,0,imported,Ariana,beige,0,1,1,0,0,1,1,14670
Volkswagen,Golf 6,2007,288707,Essence,Manuelle,bon etat,compacte,87,1.0,2,0,local,Gabes,rouge,0,0,1,1,1,0,0,2000
Chery,Tiggo,2018,148328,Hybride,Automatique,tres bon etat,compacte,98,1.4,2,0,imported,Sousse,noir,0,0,1,0,0,1,0,7910
Toyota,Hiace,2020,56383,Essence,Manuelle,tres bon etat,compacte,108,1.8,2,1,local,Gabes,bleu,0,1,0,0,0,1,0,13136
Suzuki,Vitara,2023,38934,Essence,Automatique,tres bon etat,monospace,110,1.4,2,0,local,Bizerte,rouge,0,1,1,0,0,1,1,19072
Nissan,X-Trail,2020,43477,Essence,Manuelle,moyen,break,117,1.6,2,0,local,Nabeul,beige,0,1,1,1,0,0,1,15536
Audi,A6,2016,150135,Hybride,Manuelle,bon etat,citadine,95,1.4,1,0,local,Sousse,gris,0,0,0,0,1,1,0,25257
Dacia,Sandero,2011,272254,Essence,Manuelle,excellent,SUV,139,1.4,3,0,local,Bizerte,gris,1,1,1,1,0,0,0,2000
Hyundai,i20,2005,385680,Diesel,Automatique,moyen,monospace,135,1.9,2,0,imported,Sfax,argent,1,0,1,1,1,1,0,2000
Hyundai,Accent,2010,349932,Essence,Manuelle,bon etat,monospace,155,2.4,3,1,local,Ariana,gris,1,1,0,0,1,0,1,2000
Mercedes,GLA,2012,251884,Essence,Manuelle,bon etat,compacte,120,1.3,1,0,local,Gafsa,rouge,1,1,1,1,0,0,1,13980
Mitsubishi,Outlander,2018,126381,Essence,Manuelle,a reparer,compacte,97,0.9,1,0,local,Ariana,gris,1,0,1,1,0,1,0,6497
Chery,Tiggo,2011,188098,Diesel,Automatique,bon etat,monospace,107,1.1,1,0,imported,Ben Arous,bleu,1,0,1,1,0,0,1,2123
Volkswagen,Golf 7,2011,221686,Essence,Manuelle,excellent,citadine,71,0.9,2,0,local,Ben Arous,rouge,1,0,1,1,0,1,0,2793
Mercedes,C180,2023,19792,Essence,Automatique,moyen,compacte,99,1.3,2,0,local,Bizerte,blanc,0,0,0,0,1,0,1,49290
